label,t1_n_structural_zero,expected,ll_old,ll_new,verdict,diff
red2_6800:737,12,NEG_INF,-18.728937483580054,-inf,OK,
red2_6800:738,12,NEG_INF,-18.728519146683563,-inf,OK,
red2_6800:739,12,NEG_INF,-18.725266743108055,-inf,OK,
red2_6800:740,12,NEG_INF,-18.754639160351022,-inf,OK,
red2_6800:741,12,NEG_INF,-18.72887627113663,-inf,OK,
red2_6800:742,0,UNCHANGED,-18.641681624741818,-18.64168162473531,OK,6.508571459562518e-12
red2_6800:743,12,NEG_INF,-18.702433166623862,-inf,OK,
red2_6800:744,12,NEG_INF,-18.755641652849263,-inf,OK,
red2_6800:745,12,NEG_INF,-18.68462175663167,-inf,OK,
red2_6800:746,12,NEG_INF,-18.69897671383842,-inf,OK,
red2_6800:747,12,NEG_INF,-18.732027151927436,-inf,OK,
red2_6800:748,12,NEG_INF,-18.75710681890759,-inf,OK,
red2_6800:749,12,NEG_INF,-18.682610762028983,-inf,OK,
red2_6800:750,12,NEG_INF,-18.69226976635221,-inf,OK,
red2_6800:751,12,NEG_INF,-18.68348502901223,-inf,OK,
red2_6800:752,12,NEG_INF,-18.73053382333516,-inf,OK,
red2_6800:753,12,NEG_INF,-18.69399132881581,-inf,OK,
red2_6800:754,12,NEG_INF,-18.68779850538708,-inf,OK,
red2_6800:755,12,NEG_INF,-18.69463907121307,-inf,OK,
red2_6800:756,12,NEG_INF,-18.74429619852487,-inf,OK,
red2_6800:757,1,NEG_INF,-16.9750146748347,-inf,OK,
red2_6800:758,12,NEG_INF,-18.713865531370764,-inf,OK,
red2_6800:759,12,NEG_INF,-18.68258032498128,-inf,OK,
red2_6800:760,12,NEG_INF,-18.695657723433683,-inf,OK,
red2_6800:761,12,NEG_INF,-18.75712027953697,-inf,OK,
red2_6800:762,12,NEG_INF,-18.725664541235485,-inf,OK,
red2_6800:763,12,NEG_INF,-18.765533111987818,-inf,OK,
red2_6800:764,12,NEG_INF,-18.701408009496227,-inf,OK,
red2_6800:765,12,NEG_INF,-18.70122976601635,-inf,OK,
red2_6800:766,12,NEG_INF,-18.738949731095293,-inf,OK,
red2_6800:767,12,NEG_INF,-18.685411400651073,-inf,OK,
red2_6800:768,12,NEG_INF,-18.722144244896835,-inf,OK,
red2_6800:769,12,NEG_INF,-18.68818064783377,-inf,OK,
red2_6800:770,12,NEG_INF,-18.776916511776744,-inf,OK,
red2_6800:771,12,NEG_INF,-18.68875130594971,-inf,OK,
red2_6800:772,12,NEG_INF,-18.765878222835884,-inf,OK,
red2_6800:773,12,NEG_INF,-18.739190811949943,-inf,OK,
red2_6800:774,12,NEG_INF,-18.73253018178129,-inf,OK,
red2_6800:775,12,NEG_INF,-18.71526006136327,-inf,OK,
red2_6800:776,12,NEG_INF,-18.709945326955328,-inf,OK,
red2_6800:777,1,NEG_INF,-18.765569558805804,-inf,OK,
red2_6800:778,12,NEG_INF,-18.744845385723018,-inf,OK,
red2_6800:779,12,NEG_INF,-18.721081715462972,-inf,OK,
red2_6800:780,1,NEG_INF,-16.441153413272986,-inf,OK,
red2_6800:781,12,NEG_INF,-18.6918107914147,-inf,OK,
red2_6800:782,12,NEG_INF,-18.683779105241573,-inf,OK,
red2_6800:783,12,NEG_INF,-18.695111175702905,-inf,OK,
red2_6800:784,12,NEG_INF,-18.682533729104215,-inf,OK,
red2_6800:785,12,NEG_INF,-18.687957125501956,-inf,OK,
red2_6800:786,12,NEG_INF,-18.74082608452356,-inf,OK,
red2_6800:787,12,NEG_INF,-18.741300425175616,-inf,OK,
red2_6800:788,12,NEG_INF,-18.70019576939205,-inf,OK,
red2_6800:789,12,NEG_INF,-18.70422862050489,-inf,OK,
red2_6800:790,12,NEG_INF,-18.682861264239495,-inf,OK,
red2_6800:791,12,NEG_INF,-18.682563586539704,-inf,OK,
red2_6800:792,12,NEG_INF,-18.687633378470338,-inf,OK,
red2_6800:793,12,NEG_INF,-18.728206709729054,-inf,OK,
red2_6800:794,12,NEG_INF,-18.68774745421463,-inf,OK,
red2_6800:795,12,NEG_INF,-18.68390809142111,-inf,OK,
red2_6800:796,12,NEG_INF,-18.691848004270295,-inf,OK,
red2_6800:797,12,NEG_INF,-18.708147033662648,-inf,OK,
red2_6800:798,12,NEG_INF,-18.71012890992445,-inf,OK,
red2_6800:799,12,NEG_INF,-18.706693838712265,-inf,OK,
P12:worst(b5),0,UNCHANGED,-36.44265150804937,-36.442651603946885,OK,9.589751215344222e-08
P12:B(b3),11,NEG_INF,-20.582856966260852,-inf,OK,
"P12:big(b6,n=2)",0,UNCHANGED,-31.89249193159294,-31.892491905686786,OK,2.5906153666710452e-08
P12:Bstar(b8),0,UNCHANGED,-11.72853962340561,-11.728539623376902,OK,2.8707702881547448e-11
P12:P4(b13),0,UNCHANGED,-12.631094791391051,-12.63109478922863,OK,2.162421353091304e-09
P12:p81(b7),0,UNCHANGED,-10.738061853264211,-10.738061853343133,OK,7.892175801771373e-11
P12:A(b20),0,UNCHANGED,-10.00288496298136,-10.002884961986478,OK,9.948823986860589e-10
"P12:big(b9,n=3)",0,UNCHANGED,-13.490900243516029,-13.490900243534234,OK,1.8205881247013167e-11
P12:p50(b19),0,UNCHANGED,-9.338188203452656,-9.338188202381744,OK,1.070912247769229e-09
P12:p38(b22),0,UNCHANGED,-9.989389797501458,-9.989389794540823,OK,2.960634404303164e-09
"P12:big(b10,n=64)",0,UNCHANGED,-13.13037843462728,-13.130378434526536,OK,1.007443017897458e-10
P12:p83(b21),0,UNCHANGED,-9.639062199886862,-9.639062184786068,OK,1.5100793504529975e-08
