rxn_id,enz,sub,bigg,mnx,Temp_C,Temp_K
GLCgt,Q6LYB2,"UDP-2,3-diacetamido-2,3-dideoxy-glucuronate",U23DA23DDG,,37.0,310.15
MANgt,Q6LYB1,"UDP-3-acetamido-2,3-diaminomannuronate",U3A23DAM,,37.0,310.15
2NACgt,Q6LYA3,"NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose",N2A24D5MH4U15P,,37.0,310.15
TSost,Q6LXC8,Lipid_tetrasaccharide_Thr,LIP4SUGT,,37.0,310.15
rxn10586_LSQBKT_c0_RSQBKT_,Q6LZB6,Indoleacetate,cpd00703,,37.0,310.15
rxn01946_LSQBKT_c0_RSQBKT_,Q6LZB6,4-Hydroxyphenylacetate,cpd00489,,37.0,310.15
rxn01842_LSQBKT_c0_RSQBKT_,Q6LZB6,PACT,cpd00430,,37.0,310.15
rxn10563_LSQBKT_c0_RSQBKT_,Q6LZB6,p-hydroxyphenylpyruvate,cpd00868,,37.0,310.15
rxn10562_LSQBKT_c0_RSQBKT_,Q6LZB6,Phenylpyruvate,cpd00143,,37.0,310.15
rxn00483_LSQBKT_c0_RSQBKT_,Q6LZB6,L-Tryptophan,cpd00065,,37.0,310.15
rxn05166_LSQBKT_c0_RSQBKT_,Q6LYV1,Co2,cpd00149,,37.0,310.15
rxn10447_LSQBKT_c0_RSQBKT_,Q6LZV3,Ca2,cpd00063,,37.0,310.15
F6PG3Pl,Q6M0H7,D-fructose-1-phosphate,cpd00802,,37.0,310.15
2OPs,Q6LZE2,Glyceraldehyde3-phosphate,cpd00102,,37.0,310.15
DKFPs1,Q6M0H7,D-fructose-1_6-bisphosphate,cpd00290,,37.0,310.15
DKFPs2,Q6M0H7,D-fructose-1-phosphate,cpd00802,,37.0,310.15
GLYPs,Q6M0X6,Formaldehyde,cpd00055,,37.0,310.15
rxn09249_LSQBKT_c0_RSQBKT_,O30520,tRNA(SeCys),cpd15573,,37.0,310.15
rxn11751_LSQBKT_c0_RSQBKT_,Q6LX62,L-Seryl-tRNA(Sec),cpd15565,,37.0,310.15
rxn11752_LSQBKT_c0_RSQBKT_,Q6LZM9,O-Phosphoseryl-tRNA(Sec),cpd16442,,37.0,310.15
rxn11571_LSQBKT_c0_RSQBKT_,Q6LYN1,Selenide,cpd01078,,37.0,310.15
rxn01217_LSQBKT_c0_RSQBKT_,Q6LXC6,dCMP,cpd00206,,37.0,310.15
rxn00915_LSQBKT_c0_RSQBKT_,Q6M0X3,PRPP,cpd00103,,37.0,310.15
rxn00836_LSQBKT_c0_RSQBKT_,Q6M0X3,PRPP,cpd00103,,37.0,310.15
IPk,Q6LWR2,Isopentenylphosphate,cpd17039,,37.0,310.15
rxn11998_LSQBKT_c0_RSQBKT_,Q6M1A9,Geranylgeranyl_diphosphate,cpd00289,,37.0,310.15
rxn03114_LSQBKT_c0_RSQBKT_,Q6LWN2,sn-3-O-(Geranylgeranyl)glycerol_1-phosphate,cpd02797,,37.0,310.15
rxn14345_LSQBKT_c0_RSQBKT_,Q6LWL1,"2,3-Bis-O-(geranylgeranyl)glycerol_1-phosphate",cpd02824,,37.0,310.15
ARCSs,Q6LY22,"CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol",cpd18042,,37.0,310.15
CDPDGGR,Q6M083,"CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol",cpd18042,,37.0,310.15
ASDGGR,Q6M083,Archaetidylserine,ARCHLS,,37.0,310.15
