rxn_id,enz,sub,bigg,mnx,Temp_C,Temp_K
rxn00555_LSQBKT_c0_RSQBKT_,Q6LWM9,D-fructose-6-phosphate,cpd00072,,37.0,310.15
rxn00260_LSQBKT_c0_RSQBKT_,Q6LYB9,2-Oxoglutarate,cpd00024,,37.0,310.15
rxn02484_LSQBKT_c0_RSQBKT_,Q6LWR7,Toxopyrimidine,cpd00939,,37.0,310.15
rxn00527_LSQBKT_c0_RSQBKT_,Q6LZB6,L-Tyrosine,cpd00069,,37.0,310.15
rxn05171_LSQBKT_c0_RSQBKT_,Q6LXZ6,Nitrate,cpd00209,,37.0,310.15
rxn04052_LSQBKT_c0_RSQBKT_,Q6M0E1,Cobalt-precorrin_8,cpd08375,,37.0,310.15
rxn04045_LSQBKT_c0_RSQBKT_,P61819,Sirohydrochlorin,cpd03426,,37.0,310.15
rxn01974_LSQBKT_c0_RSQBKT_,Q6LYS1,LL-2_6-Diaminopimelate,cpd00504,,37.0,310.15
rxn12645_LSQBKT_c0_RSQBKT_,Q6LXA8,gly-asn-L,cpd11581,,37.0,310.15
rxn00299_LSQBKT_c0_RSQBKT_,Q6M183,GTP,cpd00038,,37.0,310.15
rxn00839_LSQBKT_c0_RSQBKT_,Q6M0I7,dADP,cpd00177,,37.0,310.15
rxn03020_LSQBKT_c0_RSQBKT_,Q6LWY7,5-Methyl-H4MPT,cpd02737,,37.0,310.15
rxn00283_LSQBKT_c0_RSQBKT_,Q6LX41,L-Alanine,cpd00035,,37.0,310.15
rxn01022_LSQBKT_c0_RSQBKT_,Q6M0T3,5-Methylthioadenosine,cpd00147,,37.0,310.15
rxn10221_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-dianteisoheptadecanoyl-sn-glycerol_3-phosphate,cpd15678,,37.0,310.15
rxn09177_LSQBKT_c0_RSQBKT_,Q6M0R5,CTP,cpd00052,,37.0,310.15
rxn03437_LSQBKT_c0_RSQBKT_,Q6M0F3,2_3-Dihydroxy-3-methylvalerate,cpd02535,,37.0,310.15
rxn02320_LSQBKT_c0_RSQBKT_,Q6LX26,L-histidinol-phosphate,cpd00807,,37.0,310.15
rxn07587_LSQBKT_c0_RSQBKT_,P61988,Cobalt-precorrin_5B,cpd14960,,37.0,310.15
rxn02507_LSQBKT_c0_RSQBKT_,Q6LYI3,1-2-carboxyphenylamino-1-deoxyribulose_5-phosphate,cpd00956,,37.0,310.15
rxn00669_LSQBKT_c0_RSQBKT_,Q6M0X0,Propionate,cpd00141,,37.0,310.15
rxn01333_LSQBKT_c0_RSQBKT_,Q6LXP1,Sedoheptulose7-phosphate,cpd00238,,37.0,310.15
rxn00714_LSQBKT_c0_RSQBKT_,Q6M0E0,UppppU,cpd03706,,37.0,310.15
rxn01434_LSQBKT_c0_RSQBKT_,P61527,Citrulline,cpd00274,,37.0,310.15
rxn01116_LSQBKT_c0_RSQBKT_,Q6LY77,D-Ribulose5-phosphate,cpd00171,,37.0,310.15
rxn08308_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-ditetradec-7-enoyl-sn-glycerol_3-phosphate,cpd15523,,37.0,310.15
rxn00409_LSQBKT_c0_RSQBKT_,Q6M0I7,CDP,cpd00096,,37.0,310.15
rxn02213_LSQBKT_c0_RSQBKT_,Q6LXF7,5-Dehydroquinate,cpd00699,,37.0,310.15
rxn03062_LSQBKT_c0_RSQBKT_,Q6LZT4,3-Isopropylmalate,cpd02693,,37.0,310.15
rxn03446_LSQBKT_c0_RSQBKT_,Q6M0Y3,4-Phosphonooxy-threonine,cpd03607,,37.0,310.15
rxn01519_LSQBKT_c0_RSQBKT_,Q6LYB6,dUTP,cpd00358,,37.0,310.15
rxn00029_LSQBKT_c0_RSQBKT_,Q6LXT9,5-Aminolevulinate,cpd00338,,37.0,310.15
rxn03491_LSQBKT_c0_RSQBKT_,P61820,Precorrin_6B,cpd03760,,37.0,310.15
rxn01964_LSQBKT_c0_RSQBKT_,Q6LYI8,Indoleglycerol_phosphate,cpd02210,,37.0,310.15
rxn12510_LSQBKT_c0_RSQBKT_,Q6M073,PAN,cpd00644,,37.0,310.15
rxn09207_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-ditetradec-7-enoylglycerol,cpd15422,,37.0,310.15
rxn02380_LSQBKT_c0_RSQBKT_,Q6LXQ4,beta-D-Glucose_6-phosphate,cpd00863,,37.0,310.15
rxn00474_LSQBKT_c0_RSQBKT_,Q6LYI8,indol,cpd00359,,37.0,310.15
rxn03435_LSQBKT_c0_RSQBKT_,Q6LZH4,2_3-Dihydroxy-3-methylvalerate,cpd02535,,37.0,310.15
rxn01673_LSQBKT_c0_RSQBKT_,Q6M0I7,dCDP,cpd00533,,37.0,310.15
rxn12845_LSQBKT_c0_RSQBKT_,Q6LXA8,Gly-Leu,cpd15604,,37.0,310.15
rxn00085_LSQBKT_c0_RSQBKT_,Q6M137,L-Glutamate,cpd00023,,37.0,310.15
rxn00832_LSQBKT_c0_RSQBKT_,Q6LXN9,IMP,cpd00114,,37.0,310.15
rxn00295_LSQBKT_c0_RSQBKT_,Q6LYA1,UDP-N-acetylglucosamine,cpd00037,,37.0,310.15
rxn02187_LSQBKT_c0_RSQBKT_,Q6LZH4,ALCTT,cpd00668,,37.0,310.15
rxn01219_LSQBKT_c0_RSQBKT_,Q6LZK1,dCMP,cpd00206,,37.0,310.15
rxn03514_LSQBKT_c0_RSQBKT_,Q6LWP7,Precorrin_4,cpd03834,,37.0,310.15
rxn01270_LSQBKT_c0_RSQBKT_,Q6LYB9,Pretyrosine,cpd00616,,37.0,310.15
rxn08309_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-dihexadecanoyl-sn-glycerol_3-phosphate,cpd15524,,37.0,310.15
rxn08312_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-dioctadec-11-enoyl-sn-glycerol_3-phosphate,cpd15527,,37.0,310.15
rxn05144_LSQBKT_c0_RSQBKT_,P0C036,L-Glutamine,cpd00053,,37.0,310.15
rxn00410_LSQBKT_c0_RSQBKT_,Q6LYU4,UTP,cpd00062,,37.0,310.15
rxn05221_LSQBKT_c0_RSQBKT_,Q6M0P9,L-Proline,cpd00129,,37.0,310.15
rxn09210_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-dioctadecanoylglycerol,cpd15421,,37.0,310.15
rxn00782_LSQBKT_c0_RSQBKT_,Q6M0E6,1_3-Bisphospho-D-glycerate,cpd00203,,37.0,310.15
rxn01607_LSQBKT_c0_RSQBKT_,Q6LXL5,Mevalonic_acid,cpd00332,,37.0,310.15
rxn01000_LSQBKT_c0_RSQBKT_,Q6LX25,Prephenate,cpd00219,,37.0,310.15
rxn00675_LSQBKT_c0_RSQBKT_,Q6M0X0,Propionyladenylate,cpd03560,,37.0,310.15
rxn02305_LSQBKT_c0_RSQBKT_,P61413,4-Amino-2-methyl-5-diphosphomethylpyrimidine,cpd02894,,37.0,310.15
rxn02296_LSQBKT_c0_RSQBKT_,Q6LWX9,Pimelate,cpd01727,,37.0,310.15
rxn12641_LSQBKT_c0_RSQBKT_,Q6LXA8,L-alanylglycine,cpd11585,,37.0,310.15
rxn10315_LSQBKT_c0_RSQBKT_,Q6LXC9,Isohexadecanoyllipoteichoic_acid_n=24__linked__unsubstituted,cpd15754,,37.0,310.15
rxn00711_LSQBKT_c0_RSQBKT_,Q6LZE9,PRPP,cpd00103,,37.0,310.15
rxn10309_LSQBKT_c0_RSQBKT_,Q6LXC9,Stearoyllipoteichoic_acid_n=24__linked__unsubstituted,cpd15748,,37.0,310.15
rxn12633_LSQBKT_c0_RSQBKT_,Q6LXA8,ala-L-asp-L,cpd11593,,37.0,310.15
rxn05250_LSQBKT_c0_RSQBKT_,Q6LZQ8,fa6,cpd11440,,37.0,310.15
rxn03174_LSQBKT_c0_RSQBKT_,Q6M183,2_5-Diamino-6-5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl-_amino-4-oxopyrimidine,cpd03666,,37.0,310.15
rxn00763_LSQBKT_c0_RSQBKT_,Q6LZ27,Glycerol,cpd00100,,37.0,310.15
rxn00138_LSQBKT_c0_RSQBKT_,Q6LXK1,Deamido-NAD,cpd00638,,37.0,310.15
rxn03136_LSQBKT_c0_RSQBKT_,Q6LYM0,SAICAR,cpd02921,,37.0,310.15
rxn05165_LSQBKT_c0_RSQBKT_,Q6LYW8,L-Proline,cpd00129,,37.0,310.15
rxn00988_LSQBKT_c0_RSQBKT_,Q6LZQ8,Acetoacetate,cpd00142,,37.0,310.15
rxn05236_LSQBKT_c0_RSQBKT_,Q6M0P2,UTP,cpd00062,,37.0,310.15
rxn02835_LSQBKT_c0_RSQBKT_,P62391,Phosphoribosyl-AMP,cpd01777,,37.0,310.15
rxn00726_LSQBKT_c0_RSQBKT_,Q6LYI5,Chorismate,cpd00216,,37.0,310.15
rxn03147_LSQBKT_c0_RSQBKT_,Q6LZT3,5'-Phosphoribosyl-4-carboxy-5-aminoimidazole,cpd02893,,37.0,310.15
rxn00650_LSQBKT_c0_RSQBKT_,Q6LXA8,Cys-Gly,cpd01017,,37.0,310.15
rxn01241_LSQBKT_c0_RSQBKT_,Q6LXL8,Dihydrolipoamide,cpd00449,,37.0,310.15
rxn10229_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-diisopentadecanoylglycerol,cpd15686,,37.0,310.15
rxn00776_LSQBKT_c0_RSQBKT_,Q6M0K2,ribose-5-phosphate,cpd00101,,37.0,310.15
rxn12646_LSQBKT_c0_RSQBKT_,Q6LXA8,Gly-Gln,cpd11580,,37.0,310.15
rxn09296_LSQBKT_c0_RSQBKT_,Q6LWS1,trdrd,cpd11421,,37.0,310.15
rxn01255_LSQBKT_c0_RSQBKT_,Q6LXL7,5-O-1-Carboxyvinyl-3-phosphoshikimate,cpd00932,,37.0,310.15
rxn03194_LSQBKT_c0_RSQBKT_,Q6LZH8,2-Hydroxyethyl-ThPP,cpd03049,,37.0,310.15
rxn10222_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-diisotetradecanoyl-sn-glycerol_3-phosphate,cpd15679,,37.0,310.15
rxn11938_LSQBKT_c0_RSQBKT_,Q6M147,Formylmethanofuran,cpd00735,,37.0,310.15
rxn02287_LSQBKT_c0_RSQBKT_,Q6LYM4,UroporphyrinogenIII,cpd00774,,37.0,310.15
rxn02475_LSQBKT_c0_RSQBKT_,Q6LXK2,2_5-Diamino-6-5'-phosphoribosylamino-4-pyrimidineone,cpd00957,,37.0,310.15
rxn02774_LSQBKT_c0_RSQBKT_,Q6M129,Precorrin_2,cpd01620,,37.0,310.15
rxn05172_LSQBKT_c0_RSQBKT_,Q6LXZ6,Taurine,cpd00210,,37.0,310.15
rxn03057_LSQBKT_c0_RSQBKT_,Q6LWT8,methylthioribose-1-phosphate,cpd02574,,37.0,310.15
rxn01485_LSQBKT_c0_RSQBKT_,Q6LYB4,D-Glucosamine1-phosphate,cpd03671,,37.0,310.15
rxn00245_LSQBKT_c0_RSQBKT_,Q6LX06,Tartrate,cpd00666,,37.0,310.15
rxn01629_LSQBKT_c0_RSQBKT_,Q6M0P5,5-Aminolevulinate,cpd00338,,37.0,310.15
rxn06874_LSQBKT_c0_RSQBKT_,P0CW51,Reducedferredoxin,cpd11620,,37.0,310.15
rxn06299_LSQBKT_c0_RSQBKT_,Q6LZ09,Coenzyme_F420,cpd00649,,37.0,310.15
rxn05313_LSQBKT_c0_RSQBKT_,Q6LZG3,Na,cpd00971,,37.0,310.15
rxn00966_LSQBKT_c0_RSQBKT_,Q6LZT0,Chorismate,cpd00216,,37.0,310.15
rxn00785_LSQBKT_c0_RSQBKT_,Q6LY76,D-fructose-6-phosphate,cpd00072,,37.0,310.15
rxn03084_LSQBKT_c0_RSQBKT_,Q6M0U0,N-Formyl-GAR,cpd02678,,37.0,310.15
rxn00292_LSQBKT_c0_RSQBKT_,Q6M0B4,UDP-N-acetylglucosamine,cpd00037,,37.0,310.15
rxn05252_LSQBKT_c0_RSQBKT_,Q6LZQ8,fa11,cpd11431,,37.0,310.15
rxn05155_LSQBKT_c0_RSQBKT_,F1SVF5,L-Glutamine,cpd00053,,37.0,310.15
rxn01513_LSQBKT_c0_RSQBKT_,Q6LYF7,dTMP,cpd00298,,37.0,310.15
rxn02476_LSQBKT_c0_RSQBKT_,Q6LXY8,3-phosphoshikimate,cpd02030,,37.0,310.15
rxn01575_LSQBKT_c0_RSQBKT_,Q6M0Y6,L-Isoleucine,cpd00322,,37.0,310.15
rxn09206_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-ditetradecanoylglycerol,cpd15423,,37.0,310.15
rxn05181_LSQBKT_c0_RSQBKT_,Q6LYW8,BET,cpd00540,,37.0,310.15
rxn00775_LSQBKT_c0_RSQBKT_,Q6M0D2,ADPribose,cpd00251,,37.0,310.15
rxn00515_LSQBKT_c0_RSQBKT_,Q6M0I7,IDP,cpd00090,,37.0,310.15
rxn01025_LSQBKT_c0_RSQBKT_,Q6LYW6,5-Methylcytosine,cpd01587,,37.0,310.15
rxn02186_LSQBKT_c0_RSQBKT_,Q6LZH4,ALCTT,cpd00668,,37.0,310.15
rxn10227_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-dianteisoheptadecanoylglycerol,cpd15684,,37.0,310.15
rxn12846_LSQBKT_c0_RSQBKT_,Q6LXA8,Gly-Phe,cpd15605,,37.0,310.15
rxn05201_LSQBKT_c0_RSQBKT_,Q6LZE8,HYXN,cpd00226,,37.0,310.15
rxn02789_LSQBKT_c0_RSQBKT_,Q6M0Y2,2-Isopropylmalate,cpd01646,,37.0,310.15
rxn00830_LSQBKT_c0_RSQBKT_,Q6M174,Isopentenyldiphosphate,cpd00113,,37.0,310.15
rxn08180_LSQBKT_c0_RSQBKT_,Q6LXV8,Dethiobiotin,cpd01311,,37.0,310.15
rxn00800_LSQBKT_c0_RSQBKT_,Q6LYM0,Adenylosuccinate,cpd02375,,37.0,310.15
rxn05234_LSQBKT_c0_RSQBKT_,Q6M0P2,GTP,cpd00038,,37.0,310.15
rxn01465_LSQBKT_c0_RSQBKT_,Q6LYI2,S-Dihydroorotate,cpd00282,,37.0,310.15
rxn00863_LSQBKT_c0_RSQBKT_,P60862,L-Histidinal,cpd01324,,37.0,310.15
rxn09449_LSQBKT_c0_RSQBKT_,Q6LZQ8,ocdca,cpd01080,,37.0,310.15
rxn03436_LSQBKT_c0_RSQBKT_,Q6LZH4,2-Aceto-2-hydroxybutanoate,cpd00498,,37.0,310.15
rxn08307_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-ditetradecanoyl-sn-glycerol_3-phosphate,cpd15522,,37.0,310.15
rxn02159_LSQBKT_c0_RSQBKT_,P60862,L-Histidinol,cpd00641,,37.0,310.15
rxn00727_LSQBKT_c0_RSQBKT_,Q6LYI5,Chorismate,cpd00216,,37.0,310.15
rxn04385_LSQBKT_c0_RSQBKT_,Q6M0N9,L-Threonine_phosphate,cpd08928,,37.0,310.15
rxn01300_LSQBKT_c0_RSQBKT_,Q6M0H5,L-Homoserine,cpd00227,,37.0,310.15
rxn00175_LSQBKT_c0_RSQBKT_,Q6M0X0,Acetate,cpd00029,,37.0,310.15
rxn06979_LSQBKT_c0_RSQBKT_,Q6LX75,Cobyrinate,cpd03421,,37.0,310.15
rxn12642_LSQBKT_c0_RSQBKT_,Q6LXA8,Ala-His,cpd11584,,37.0,310.15
rxn05247_LSQBKT_c0_RSQBKT_,Q6LZQ8,fa1,cpd11430,,37.0,310.15
rxn00986_LSQBKT_c0_RSQBKT_,Q6M0X0,Propionyladenylate,cpd03560,,37.0,310.15
rxn07588_LSQBKT_c0_RSQBKT_,Q6LXW9,Cobalt-precorrin_6B,cpd08373,,37.0,310.15
rxn05559_LSQBKT_c0_RSQBKT_,Q6LXP8,Formate,cpd00047,,37.0,310.15
rxn03068_LSQBKT_c0_RSQBKT_,Q6LZH4,2_3-Dihydroxy-isovalerate,cpd02498,,37.0,310.15
rxn12634_LSQBKT_c0_RSQBKT_,Q6LXA8,gly-glu-L,cpd11592,,37.0,310.15
rxn01269_LSQBKT_c0_RSQBKT_,Q6LX39,Prephenate,cpd00219,,37.0,310.15
rxn04048_LSQBKT_c0_RSQBKT_,Q6LWP7,Cobalt-precorrin_4,cpd08370,,37.0,310.15
rxn00278_LSQBKT_c0_RSQBKT_,Q6LX40,L-Alanine,cpd00035,,37.0,310.15
rxn00790_LSQBKT_c0_RSQBKT_,Q6LY47,L-Glutamine,cpd00053,,37.0,310.15
rxn00060_LSQBKT_c0_RSQBKT_,Q6LYW3,Porphobilinogen,cpd00689,,37.0,310.15
rxn04050_LSQBKT_c0_RSQBKT_,Q6LZM5,Cobalt-precorrin_6,cpd08372,,37.0,310.15
rxn02473_LSQBKT_c0_RSQBKT_,P60888,D-erythro-imidazol-glycerol-phosphate,cpd02843,,37.0,310.15
rxn00834_LSQBKT_c0_RSQBKT_,Q6M0Y5,IMP,cpd00114,,37.0,310.15
rxn12639_LSQBKT_c0_RSQBKT_,Q6LXA8,Ala-Gln,cpd11587,,37.0,310.15
rxn03080_LSQBKT_c0_RSQBKT_,P61730,4-1-D-Ribitylamino-5-aminouracil,cpd02882,,37.0,310.15
rxn03085_LSQBKT_c0_RSQBKT_,Q6M159,5_10-Methylenetetrahydromethanopterin,cpd02679,,37.0,310.15
rxn02297_LSQBKT_c0_RSQBKT_,Q6LWY0,Pimeloyl-CoA,cpd00782,,37.0,310.15
rxn05040_LSQBKT_c0_RSQBKT_,Q6M0T5,D-Ribulose5-phosphate,cpd00171,,37.0,310.15
rxn00105_LSQBKT_c0_RSQBKT_,Q6LWX6,Nicotinamide_ribonucleotide,cpd00355,,37.0,310.15
rxn00799_LSQBKT_c0_RSQBKT_,Q6LX06,L-Malate,cpd00130,,37.0,310.15
rxn00313_LSQBKT_c0_RSQBKT_,Q6LXZ3,meso-2_6-Diaminopimelate,cpd00516,,37.0,310.15
rxn10226_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-diisoheptadecanoylglycerol,cpd15683,,37.0,310.15
rxn05248_LSQBKT_c0_RSQBKT_,Q6LZQ8,fa4,cpd11438,,37.0,310.15
rxn10223_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-diisopentadecanoyl-sn-glycerol_3-phosphate,cpd15680,,37.0,310.15
rxn00285_LSQBKT_c0_RSQBKT_,Q6LY86,Succinate,cpd00036,,37.0,310.15
rxn10307_LSQBKT_c0_RSQBKT_,Q6LXC9,Palmitoyllipoteichoic_acid_n=24__linked__unsubstituted,cpd15746,,37.0,310.15
rxn00770_LSQBKT_c0_RSQBKT_,Q6M061,ribose-5-phosphate,cpd00101,,37.0,310.15
rxn00192_LSQBKT_c0_RSQBKT_,P62065,Acetyl-CoA,cpd00022,,37.0,310.15
rxn05938_LSQBKT_c0_RSQBKT_,Q6LX47,Acetyl-CoA,cpd00022,,37.0,310.15
rxn00211_LSQBKT_c0_RSQBKT_,Q6LZC3,UDP-glucose,cpd00026,,37.0,310.15
rxn04783_LSQBKT_c0_RSQBKT_,Q6M0Z5,GAR,cpd02394,,37.0,310.15
rxn01739_LSQBKT_c0_RSQBKT_,Q6M0F1,Shikimate,cpd00383,,37.0,310.15
rxn00543_LSQBKT_c0_RSQBKT_,Q6LZ27,Ethanol,cpd00363,,37.0,310.15
rxn05235_LSQBKT_c0_RSQBKT_,Q6M0P2,CTP,cpd00052,,37.0,310.15
