rxn_id,enzyme_id,group,u_sub_27C,u_opt_37C,u_supra_44.65C
TALA_REVNo1,P0A870,default,0.000441826514682535,0.0004521194178319002,0.00047978313539328394
PUNP1_REVNo1,P0ABP8,default,4.188982420440741e-07,3.763212013364195e-05,5.272297436531604e-06
TKT1_REVNo1,P27302,default,0.00019149971422446465,0.0001789534181798778,0.0001583185291380738
IPPMIa_REVNo1,P0A6A6,default,4.5604568242396034e-07,3.4896343201518294e-07,3.563147771169549e-07
KARA1_REVNo1,P05793,default,0.0030586636151580305,0.0022419442884155177,0.002344785260723675
AGPR_REVNo1,P11446,default,0.015476705702055204,0.009363106118383478,0.008899604480072341
PGAMT_REVNo1,P31120,default,0.0011274373927146785,0.0007084466843850734,0.0007424498899678062
GLUR_REVNo1,P22634,default,0.00010931960248688018,8.678231179822129e-05,9.310630746075554e-05
GHMT2r_REVNo1,P0A825,default,0.0176865257365393,0.008116527020131542,0.00665563688821621
SDPTA_REVNo2,P50457,default,0.0005812534685002103,0.00043148986217260904,0.0004503105579433877
G3PD2_REVNo1,P0A6S7,default,0.00025076766304709606,0.0007151079150746516,0.0019454652677541218
ASAD_REVNo1,P0A9Q9,default,0.0009300247570122114,0.0007234372100530735,0.0007308182111893461
PHETA1_REVNo1,P04693,default,1.0931558979732448e-05,8.24075616560395e-06,8.802435090441099e-06
ACOTA_REVNo4,P50457,default,0.00046348274820599074,0.0003440635075413967,0.00035907084645929975
HSDy_REVNo1,P00562,default,0.014022262132427368,0.011429593126692774,0.11271176444778849
TKT2_REVNo1,P27302,default,0.0005609631507350879,0.0004632154028541266,0.0004542084815478836
MTHFC_REVNo1,P24186,default,0.0010846856071592594,0.0008374330280707461,0.0008381664838498768
MTHFD_REVNo1,P24186,default,0.0010846856071592594,0.0008374330280707462,0.0008381664838498768
GLUDy_REVNo1,P00370,default,2.5966836628098443e-05,1.9026034848153592e-05,1.8509819890944703e-05
TYRTA_REVNo1,P04693,default,8.136564139061669e-06,6.13374919534538e-06,6.551817341523785e-06
PGM_REVNo1,P62707,default,0.001955939616677302,0.0014103382681060306,0.0013511329854184167
TPI_REVNo1,P0A858,default,6.891128449801037e-07,5.234895686778366e-07,5.377319675258784e-07
RPI_REVNo2,P37351,default,5.017122476732798e-07,4.1846493729282513e-07,3.836162936296366e-07
ACOAD7f_REVNo1,Q47146,default,0.0004486675831727674,0.0003884745770901197,0.00042136610152324115
ACOAD5f_REVNo1,Q47146,default,0.0012510720178920342,0.0010832288564800179,0.001174944120491515
ACOAD3f_REVNo1,Q47146,default,0.0012510720178920342,0.0010832288564800174,0.0011749441204915148
ACOAD2f_REVNo1,Q47146,default,0.0012510720178920346,0.0010832288564800176,0.0011749441204915146
ACOAD4f_REVNo1,Q47146,default,0.001251072017892034,0.0010832288564800176,0.001174944120491515
ACOAD6f_REVNo1,Q47146,default,0.0009774870209255575,0.0008463478782662918,0.0009180068066971696
CTECOAI7_REVNo1,P21177,default,0.00030138740364854473,0.00023204470431052891,0.0002601408810585371
VPAMTr_REVNo1,P09053,default,0.003192777687390494,0.001850562411583247,0.0017866742362461071
4HTHRA_REVNo1,P75823,default,6.626406467567551e-06,2.5461444189925363e-05,9.863503396331891e-05
