rxn_id,enzyme_id,group,u_sub_26.6C,u_opt_36.6C,u_supra_44.6C
MECDPDH5No1,P0ABY4,default,0.0006586893198327182,0.0004917736063001304,0.0006665976683341802
RNTR1c2No4,P0ABY4,default,1.5913710112320209e-06,1.5910262199321625e-06,1.6104773124472278e-06
RNTR2c2No2,P0ABY4,default,1.643127364154074e-06,1.6427713591648448e-06,1.6628550619271865e-06
RNTR3c2No3,P0ABY4,default,1.643127364154074e-06,1.642771359164841e-06,1.662855061927195e-06
RNTR4c2No4,P0ABY4,default,1.5913710112320209e-06,1.5910262199321625e-06,1.6104773124472272e-06
FLDR2No1,P0ABY4,default,7.992237861874498e-06,0.0,0.0
S2FE2SS2No1,P77444,default,2.7284493123083998e-06,2.727858158153658e-06,2.7612075905750317e-06
PYK4No1,P21599,default,5.627910609420193e-06,5.613013331365005e-06,5.6954803681734485e-06
ACOAD1frNo1,P0A9U8,default,0.00011874128571034582,0.00011882564128886027,0.00012016691603504697
ACPPAT160No1,P0A6A8,default,0.0,7.128240904209629e-07,3.5884259945978347e-22
DHNPA2rNo1,P0AC16,default,0.00019858716194626522,0.00019854413544574033,0.00020097143695628348
PYK2No1,P21599,default,1.322328750189805e-05,1.323068094239831e-05,1.3382048791555421e-05
PYK3No1,P21599,default,7.711969721113256e-05,7.711324666050336e-05,7.804561087560644e-05
PYK6No1,P21599,default,8.135771727876833e-07,8.151106403954433e-07,8.233451341338333e-07
4HTHRKNo1,P00547,default,3.564877140836465e-07,3.5641047636757967e-07,3.6076777297420625e-07
OPHHXyNo1,P25535,default,3.0379621896777765e-07,3.037303975518637e-07,3.0744365380646157e-07
DHORTS_REVNo1,P05020,default,0.010046391090940604,0.010044214409187149,0.010167009961684442
TRPAS2_REVNo1,P0A853,default,0.0001322394329476289,0.00013221078154851661,0.0001338271245799338
PPM_REVNo1,P0A6K6,default,0.0007378596275769559,0.000737699760658157,0.0007467185097606809
ASPTA_REVNo2,P04693,default,0.0005786115342358855,0.0005784861704950522,0.0005855584537045145
ILETA_REVNo1,P0AB80,default,0.00012808802980685406,0.00012806027786341556,0.00012962587890821324
VALTA_REVNo1,P0AB80,default,0.00044318367486544834,0.0004430876533379389,0.0004485046218513346
IPPMIb_REVNo1,P0A6A6,default,5.472757031658873e-07,5.471571287418569e-07,5.538463987225173e-07
ORPT_REVNo1,P0A7E3,default,0.00472570760541077,0.004724683719179012,0.00478244534433318
PTAr_REVNo2,P77218,default,9.810210265557733e-05,0.0005148333634373539,0.000520620759091974
IMPC_REVNo1,P15639,default,0.007015404606456234,0.0070138846274840775,0.0070996328804493174
PGK_REVNo1,P0A799,default,0.002707919366736443,0.003583947027214957,0.00309094762691261
RPE_REVNo1,P0AG07,default,2.842165024039236e-05,2.8422208070397e-05,2.8762885946394118e-05
AIRC3_REVNo1,P0AG18,default,0.000990008068014284,0.000989793569844876,0.0010018942920435416
TALA_REVNo1,P0A870,default,0.0005889535476118842,0.0005894274436420307,0.0005960246352483354
PUNP1_REVNo1,P0ABP8,default,3.7417094609170006e-07,3.7408987707260715e-07,3.786633132088266e-07
TKT1_REVNo1,P27302,default,0.00022703746789373897,0.0002269671977874477,0.0002297633226555352
ALCD2x_REVNo2,P39451,default,0.0,6.930849934387352e-05,4.650077564639813e-20
IPPMIa_REVNo1,P0A6A6,default,5.472757031658873e-07,5.471571287418569e-07,5.53846398722517e-07
MDH_REVNo1,P61889,default,0.0,0.00483074590298596,0.0
KARA1_REVNo1,P05793,default,0.003526898181194463,0.0035261340326710956,0.0035692427875305454
AGPR_REVNo1,P11446,default,0.013963924459867902,0.013960898993379156,0.014131577976862717
PGAMT_REVNo1,P31120,default,0.0011030571858896257,0.0011041020609021681,0.0011163006990003053
GLUR_REVNo1,P22634,default,0.00013742772070218898,0.00013739794519281815,0.00013907770389813947
GHMT2r_REVNo1,P0A825,default,0.01058456983879631,0.010582276553592911,0.01071165018533152
SDPTA_REVNo2,P50457,default,0.0006789716216521627,0.0006788245135885219,0.0006871234833037215
PGMT_REVNo3,P77366,default,0.0,7.100605541767115e-08,1.2204933590602624e-23
G3PD2_REVNo1,P0A6S7,default,0.00016578637982708695,0.0001657504600440847,0.00016777684244579627
ASAD_REVNo1,P0A9Q9,default,0.0011321645715730454,0.0011319192733418013,0.0011457575534591195
PHETA1_REVNo1,P04693,default,1.3038070496556876e-05,1.3035245628413359e-05,1.3194608035832188e-05
ACOTA_REVNo4,P50457,default,0.0005414017295573501,0.0005412844278063683,0.0005479019010763404
HSDy_REVNo1,P00562,default,0.018027000242614024,0.018023094457726187,0.018243435815595885
TKT2_REVNo1,P27302,default,0.0006650644563119267,0.000665152235648551,0.0006730493459072336
MTHFC_REVNo1,P24186,default,0.0013044750722433602,0.0013041924406931944,0.0013201368465763728
MTHFD_REVNo1,P24186,default,0.0013044750722433604,0.0013041924406931944,0.0013201368465763728
GLUDy_REVNo1,P00370,default,2.794637650778106e-05,2.7940321560559477e-05,2.828190598749605e-05
TYRTA_REVNo1,P04693,default,9.704480124155096e-06,9.70237752187515e-06,9.820993947192222e-06
PGM_REVNo1,P62707,default,0.0015473926037274765,0.0020479831084288195,0.0017662673250710124
TPI_REVNo1,P0A858,default,8.214458048352647e-07,8.212678278803074e-07,8.313082384653769e-07
RPI_REVNo2,P37351,default,5.804392772511586e-07,5.803279745339606e-07,5.874081409479788e-07
ACOAD7f_REVNo1,Q47146,default,0.0006187509884638394,0.0006186169279863671,0.0006261798298084135
ACOAD5f_REVNo1,Q47146,default,0.0017253353635135798,0.0017265610674618722,0.0017460500660687168
ACOAD3f_REVNo1,Q47146,default,0.0017253353635135785,0.0017265610674618728,0.0017460500660687148
ACOAD2f_REVNo1,Q47146,default,0.0017253353635135785,0.0017265610674618728,0.0017460500660687148
ACOAD4f_REVNo1,Q47146,default,0.0017253353635135792,0.0017265610674618728,0.001746050066068716
ACOAD6f_REVNo1,Q47146,default,0.0013480382427704057,0.0013480127594196923,0.001364223044764536
CTECOAI7_REVNo1,P21177,default,0.0003686581491307347,0.0003685782745310686,0.00037308432856533394
VPAMTr_REVNo1,P09053,default,0.0027756993622527724,0.002775097970758035,0.002809024933551827
4HTHRA_REVNo1,P75823,default,4.446908353107246e-06,4.445944872372332e-06,4.500298775498506e-06
