reaction,name,bounds_changed,stoich_changed,lb_before,lb_after,ub_before,ub_after,costed,moves_proton
r_2891_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2892_REVNo1,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2893_REVNo1,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2894_REVNo1,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2895_REVNo1,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2896_REVNo1,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2897_REVNo1,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2898_REVNo1,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2899_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2900_REVNo1,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2901_REVNo1,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2902_REVNo1,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2903_REVNo1,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2904_REVNo1,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2905_REVNo1,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2906_REVNo1,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2907_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2908_REVNo1,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2909_REVNo1,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2910_REVNo1,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2911_REVNo1,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2912_REVNo1,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2913_REVNo1,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2914_REVNo1,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2915_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2916_REVNo1,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2917_REVNo1,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2918_REVNo1,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2919_REVNo1,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2920_REVNo1,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2921_REVNo1,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2922_REVNo1,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2923_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2924_REVNo1,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2925_REVNo1,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2926_REVNo1,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2927_REVNo1,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2928_REVNo1,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2929_REVNo1,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2930_REVNo1,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2931_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2932_REVNo1,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2933_REVNo1,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2934_REVNo1,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2935_REVNo1,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2936_REVNo1,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2937_REVNo1,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2938_REVNo1,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2939_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2940_REVNo1,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2941_REVNo1,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2942_REVNo1,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2943_REVNo1,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2944_REVNo1,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2945_REVNo1,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2946_REVNo1,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2947_REVNo1,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2948_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2949_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2950_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2951_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2952_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2953_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2954_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2955_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2956_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2957_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2958_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2959_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2960_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2961_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2962_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2963_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2964_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2965_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2966_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2967_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2968_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2969_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2970_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2971_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2972_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2973_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2974_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2975_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2976_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2977_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2978_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2979_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2980_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2981_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2982_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2983_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2984_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2985_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2986_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2987_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2988_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2989_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2990_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2991_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2992_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2993_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2994_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2995_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2996_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2997_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2998_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2999_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3000_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3001_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3002_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3003_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3004_REVNo1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3005_REVNo1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3006_REVNo1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3007_REVNo1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3008_REVNo1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3009_REVNo1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3010_REVNo1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3011_REVNo1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (reversible) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_4039_REVNo1,succinyl-CoA:acetate CoA transferase (reversible) (No1),False,True,0.0,0.0,inf,inf,True,False
draw_prot_O13525,draw_prot_O13525,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00044,draw_prot_P00044,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00045,draw_prot_P00045,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00127,draw_prot_P00127,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00128,draw_prot_P00128,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00175,draw_prot_P00175,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00330,draw_prot_P00330,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00331,draw_prot_P00331,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00358,draw_prot_P00358,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00359,draw_prot_P00359,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00360,draw_prot_P00360,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00425,draw_prot_P00425,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00427,draw_prot_P00427,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00431,draw_prot_P00431,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00498,draw_prot_P00498,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00549,draw_prot_P00549,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00560,draw_prot_P00560,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00572,draw_prot_P00572,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00635,draw_prot_P00635,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00724,draw_prot_P00724,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00812,draw_prot_P00812,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00815,draw_prot_P00815,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00817,draw_prot_P00817,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00830,draw_prot_P00830,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00890,draw_prot_P00890,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00899,draw_prot_P00899,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00912,draw_prot_P00912,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00924,draw_prot_P00924,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00925,draw_prot_P00925,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00927,draw_prot_P00927,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00931,draw_prot_P00931,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00937,draw_prot_P00937,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00942,draw_prot_P00942,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00950,draw_prot_P00950,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P00958,draw_prot_P00958,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P03962,draw_prot_P03962,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P03965,draw_prot_P03965,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04037,draw_prot_P04037,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04039,draw_prot_P04039,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04046,draw_prot_P04046,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04076,draw_prot_P04076,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04161,draw_prot_P04161,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04173,draw_prot_P04173,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04385,draw_prot_P04385,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04397,draw_prot_P04397,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04801,draw_prot_P04801,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04802,draw_prot_P04802,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04803,draw_prot_P04803,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04806,draw_prot_P04806,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P04807,draw_prot_P04807,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P05030,draw_prot_P05030,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P05150,draw_prot_P05150,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P05373,draw_prot_P05373,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P05374,draw_prot_P05374,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P05375,draw_prot_P05375,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P05626,draw_prot_P05626,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P05694,draw_prot_P05694,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P06106,draw_prot_P06106,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P06115,draw_prot_P06115,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P06168,draw_prot_P06168,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P06169,draw_prot_P06169,False,True,0.0,0.0,inf,inf,True,False
draw_prot_P06174,draw_prot_P06174,False,True,0.0,0.0,inf,inf,True,False
