reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,state,model
arm_r_0005,arm_r_0005 r_0005No1 r_0005No2,"1,3-beta-glucan synthase (arm)",True,False,False,False,carrier,2.0,0.5560111833613101,1.1120223667226201,s_1543 --> pmet_r_0005 ; pmet_r_0005 + 1.920231730492865e-05 prot_P40989 --> s_0001 + s_0794 + s_1538 ; pmet_r_0005 + 1.9393479028008143e-05 prot_P38631 --> s_0001 + s_0794 + s_1538,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1084No1,r_1084No1,UTP-glucose-1-phosphate uridylyltransferase (No1),True,False,False,False,carrier,-1.0,1.096007466661073,-1.096007466661073,1.02880658436214e-05 prot_P32861 + s_0567 + s_0794 + s_1559 --> s_0633 + s_1543,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0250,arm_r_0250 r_0250No1 r_0250No2,carbamoyl-phosphate synthase (glutamine-hydrolysing) (arm),True,False,False,False,carrier,4.0,0.26932985441253576,1.077319417650143,2.0 s_0434 + s_0445 + s_0803 + s_0999 --> pmet_r_0250 ; pmet_r_0250 + 1.0442773600668338e-07 prot_P03965 + 1.0442773600668338e-07 prot_P07258 --> 2.0 s_0394 + s_0455 + 2.0 s_0794 + s_0991 + s_1322 ; pmet_r_0250 + 6.661337596589396e-07 prot_P07259 --> 2.0 s_0394 + s_0455 + 2.0 s_0794 + s_0991 + s_132,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0916,arm_r_0916 r_0916No1 r_0916No2 r_0916No3,phosphoribosylpyrophosphate synthetase (arm),True,False,False,False,carrier,3.0,0.2836892422181692,0.8510677266545077,s_0434 + s_1408 --> pmet_r_0916 ; pmet_r_0916 + 4.577748480187504e-06 prot_P38063 + 4.577748480187504e-06 prot_Q12265 --> s_0423 + s_0794 + s_1386 ; pmet_r_0916 + 4.577748480187504e-06 prot_P38620 + 4.577748480187504e-06 prot_Q12265 --> s_0423 + s_0794 + s_1386 ; pmet_r_0916 + 4.577748480187504e-06 ,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0476No1,r_0476No1,glutamine synthetase (No1),True,False,False,False,carrier,1.0,0.809461885103818,0.809461885103818,1.690900380374128e-06 prot_P32288 + s_0419 + s_0434 + s_0991 --> s_0394 + s_0794 + s_0999 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
NGAM,NGAM,NGAM,False,False,False,False,carrier,1.0,0.7,0.7,s_0434 + s_0803 --> s_0394 + s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0722No1,r_0722No1,mannose-1-phosphate guanylyltransferase (No1),True,False,False,False,carrier,-1.0,0.5284603673930125,-0.5284603673930125,1.4179570075435313e-06 prot_P41940 + s_0573 + s_0785 + s_0794 --> s_0633 + s_0743,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1825_REV,r_1825_REV,H+ diffusion (reversible),False,False,False,True,pure_ion_transport,1.0,0.5159009843843937,0.5159009843843937,s_0795 --> s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0219No1,r_0219No1,aspartate-semialdehyde dehydrogenase (No1),True,False,False,False,redox,-1.0,0.46975144950740444,-0.46975144950740444,8.417508417508418e-07 prot_P13663 + s_0295 + s_0794 + s_1212 --> s_0978 + s_1207 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0546No1,r_0546No1,homoserine dehydrogenase (NADH) (No1),True,False,False,False,redox,-1.0,0.46975144950740444,-0.46975144950740444,1.2301938785552603e-05 prot_P31116 + s_0794 + s_0978 + s_1203 --> s_1014 + s_1198,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0548No1,r_0548No1,homoserine kinase (No1),True,False,False,False,carrier,1.0,0.41497592400136624,0.41497592400136624,6.808278867102396e-06 prot_P17423 + s_0434 + s_1014 --> s_0394 + s_0794 + s_1238,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2140No1,r_2140No1,fatty-acyl-CoA synthase (n-C16:0CoA) (No1),True,False,False,False,redox,-21.0,0.018988174329045992,-0.39875166090996583,0.00017853959705638097 prot_P07149 + 0.00017853959705638097 prot_P19097 + s_0373 + 21.0 s_0794 + 7.0 s_1101 + 14.0 s_1212 --> 7.0 s_0456 + 7.0 s_0529 + 7.0 s_0803 + 14.0 s_1207 + s_1302,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0957No1,r_0957No1,pyrroline-5-carboxylate reductase (No1),True,False,False,False,redox,-2.0,0.17793942901073945,-0.3558788580214789,6.944444444444444e-08 prot_P32263 + s_0118 + 2.0 s_0794 + s_1212 --> s_1035 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1239,r_1239,oxaloacetate transport,False,False,False,True,carrier,-1.0,0.3548053960108557,-0.3548053960108557,s_0794 + s_1271 --> s_0799 + s_1273,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0725No1,r_0725No1,methenyltetrahydrofolate cyclohydrolase (No1),True,False,False,False,carrier,1.0,0.3250045006456554,0.3250045006456554,2.0729684908789387e-06 prot_P07245 + s_0304 + s_0803 --> s_0120 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0029No1,r_0029No1,2-oxo-4-methyl-3-carboxypentanoate decarboxylation (No1),True,False,False,False,carrier,-1.0,0.3202261491122233,-0.3202261491122233,2.2473930240920532e-07 prot_P47176 + s_0010 + s_0794 --> s_0291 + s_0456,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0061No1,r_0061No1,3-isopropylmalate dehydrogenase (No1),True,False,False,False,redox,1.0,0.3202261491122233,0.3202261491122233,1.6339869281045753e-05 prot_P04173 + s_0009 + s_1198 --> s_0010 + s_0794 + s_1203,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0173No1,r_0173No1,"aldehyde dehydrogenase (acetaldehyde, NADP) (No1)",True,False,False,False,redox,2.0,0.15823103533801097,0.31646207067602194,1.2626262626262626e-05 prot_P54115 + s_0359 + s_0803 + s_1207 --> s_0362 + 2.0 s_0794 + s_1212,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1027No1,r_1027No1,sulfite reductase (NADPH2) (No1),True,False,False,False,redox,-5.0,0.06190606728788932,-0.3095303364394466,1.7806267806267806e-06 prot_P39692 + 1.7806267806267806e-06 prot_P47169 + 5.0 s_0794 + 3.0 s_1212 + s_1469 --> 3.0 s_0803 + s_0841 + 3.0 s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0678No1,r_0678No1,L-aminoadipate-semialdehyde dehydrogenase (NADPH) (No1),True,False,False,False,redox,-1.0,0.3092062209039079,-0.3092062209039079,4.2087542087542085e-06 prot_P07702 + 4.2087542087542085e-06 prot_P50113 + s_0434 + s_0794 + s_0953 + s_1212 --> s_0423 + s_0633 + s_0959 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0988No1,r_0988No1,"saccharopine dehydrogenase (NAD, L-lysine forming) (No1)",True,False,False,False,redox,1.0,0.3092062209039079,0.3092062209039079,1.4775413711583924e-05 prot_P38998 + s_0803 + s_1038 + s_1198 --> s_0180 + s_0794 + s_1025 + s_1203,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0989No1,r_0989No1,"saccharopine dehydrogenase (NADP, L-glutamate forming) (No1)",True,False,False,False,redox,-1.0,0.3092062209039079,-0.3092062209039079,6.944444444444444e-08 prot_P38999 + s_0794 + s_0959 + s_0991 + s_1212 --> s_0803 + s_1038 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0996No1,r_0996No1,shikimate dehydrogenase (No1),True,False,False,False,redox,-1.0,0.2855457868095837,-0.2855457868095837,8.443093549476528e-07 prot_P08566 + s_0211 + s_0794 + s_1212 --> s_1207 + s_1429,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0997No1,r_0997No1,shikimate kinase (No1),True,False,False,False,carrier,1.0,0.2855457868095837,0.2855457868095837,6.490134994807892e-07 prot_P08566 + s_0434 + s_1429 --> s_0261 + s_0394 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0883,arm_r_0883 r_0883No1 r_0883No2,phosphoadenylyl-sulfate reductase (thioredoxin) (arm),True,False,False,False,carrier,4.0,0.06190606728788932,0.24762426915155727,s_0201 + s_1616 --> pmet_r_0883 ; pmet_r_0883 + 7.936507936507937e-05 prot_P18408 + 7.936507936507937e-05 prot_P22803 --> s_0390 + 2.0 s_0794 + s_1469 + s_1620 ; pmet_r_0883 + 7.936507936507937e-05 prot_P18408 + 7.936507936507937e-05 prot_P22217 --> s_0390 + 2.0 s_0794 + s_1469 + s_1620,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0153No1,r_0153No1,adenylosuccinate synthase (No1),True,False,False,False,carrier,2.0,0.11455280195651167,0.22910560391302334,4.5687134502923974e-05 prot_P80210 + s_0785 + s_0849 + s_0973 --> s_0393 + s_0739 + 2.0 s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0211,arm_r_0211 r_0211No1 r_0211No2,asparagine synthase (glutamine-hydrolysing) (arm),True,False,False,False,carrier,2.0,0.10987516654761507,0.21975033309523015,s_0434 + s_0803 + s_0973 + s_0999 --> pmet_r_0211 ; pmet_r_0211 + 4.5687134502923974e-05 prot_P49090 --> s_0423 + s_0633 + s_0794 + s_0969 + s_0991 ; pmet_r_0211 + 4.5687134502923974e-05 prot_P49089 --> s_0423 + s_0633 + s_0794 + s_0969 + s_0991,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0536No1,r_0536No1,histidinol dehydrogenase (No1),True,False,False,False,redox,3.0,0.07162953335404994,0.21488860006214983,7.936507936507936e-06 prot_P00815 + s_0803 + s_1010 + 2.0 s_1198 --> 3.0 s_0794 + s_1006 + 2.0 s_1203,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1244,r_1244,phosphate transport,False,False,False,True,carrier,1.0,0.1882847356903573,0.1882847356903573,s_0796 + s_1324 --> s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0006,r_0006,"1,6-beta-glucan synthase",False,False,False,False,carrier,1.0,0.18577284071394817,0.18577284071394817,s_1543 --> s_0004 + s_0794 + s_1538,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1887,r_1887,L-glutamate 5-semialdehyde dehydratase,False,False,False,False,carrier,1.0,0.17793942901073945,0.17793942901073945,s_0997 --> s_0118 + s_0794 + s_0803,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0473No1,r_0473No1,glutamate-5-semialdehyde dehydrogenase (No1),True,False,False,False,redox,-1.0,0.17793942901073945,-0.17793942901073945,6.459948320413437e-07 prot_P54885 + s_0794 + s_0986 + s_1212 --> s_0997 + s_1207 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0941No1,r_0941No1,prolyl-tRNA synthetase (No1),True,False,False,False,carrier,1.0,0.17793942901073945,0.17793942901073945,4.96031746031746e-05 prot_P38708 + s_0434 + s_1035 + s_1606 --> s_0423 + s_0633 + s_0794 + s_1379,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1237,r_1237,ornithine transport,False,False,False,True,carrier,-1.0,0.1736178885368903,-0.1736178885368903,s_0794 + s_1268 --> s_0799 + s_1266,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0208No1,r_0208No1,argininosuccinate synthase (No1),True,False,False,False,carrier,1.0,0.1736178885368903,0.1736178885368903,7.71604938271605e-10 prot_P22768 + s_0434 + s_0973 + s_0979 --> s_0015 + s_0423 + s_0633 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0816No1,r_0816No1,ornithine carbamoyltransferase (No1),True,False,False,False,carrier,1.0,0.1736178885368903,0.1736178885368903,6.459948320413437e-08 prot_P05150 + s_0455 + s_1266 --> s_0794 + s_0979 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0855No1,r_0855No1,phopshoribosylaminoimidazole synthetase (No1),True,False,False,False,carrier,2.0,0.08566480562414469,0.17132961124828938,0.0002777777777777778 prot_P07244 + s_0302 + s_0434 --> s_0300 + s_0394 + 2.0 s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0307,arm_r_0307 r_0307No1 r_0307No2,CTP synthase (NH3) (arm),True,False,False,False,carrier,4.0,0.038682865051006814,0.15473146020402725,s_0419 + s_0434 + s_1559 --> pmet_r_0307 ; pmet_r_0307 + 1.984126984126984e-05 prot_P28274 --> s_0394 + s_0539 + 2.0 s_0794 + s_1322 ; pmet_r_0307 + 1.984126984126984e-05 prot_P38627 --> s_0394 + s_0539 + 2.0 s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0938No1,r_0938No1,prephenate dehydratase (No1),True,False,False,False,carrier,-1.0,0.14466356736210087,-0.14466356736210087,1.4377731769036117e-07 prot_P32452 + s_0794 + s_1377 --> s_0456 + s_0803 + s_0951,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0080,arm_r_0080 r_0080No1 r_0080No2,"5,10-methylenetetrahydrofolate reductase (NADPH) (arm)",True,False,False,False,redox,-2.0,0.07129566796018005,-0.1425913359203601,s_0306 + 2.0 s_0794 + s_1212 --> pmet_r_0080 ; pmet_r_0080 + 1.7361111111111112e-06 prot_P53128 --> s_0322 + s_1207 ; pmet_r_0080 + 1.7361111111111112e-06 prot_P46151 --> s_0322 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0109No1,r_0109No1,"acetyl-CoA carboxylase, reaction (No1)",True,False,False,False,carrier,1.0,0.13924220733957474,0.13924220733957474,7.71604938271605e-10 prot_P48445 + 7.71604938271605e-10 prot_Q00955 + s_0373 + s_0434 + s_0445 --> s_0394 + s_0794 + s_1101 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0565,arm_r_0565 r_0565No1 r_0565No2 r_0565No3,IMP dehydrogenase (arm),True,False,False,False,redox,3.0,0.042741537021682964,0.1282246110650489,s_0803 + s_0849 + s_1198 --> pmet_r_0565 ; pmet_r_0565 + 0.0006944444444444445 prot_P38697 --> s_0794 + s_1203 + s_1565 ; pmet_r_0565 + 0.0006944444444444445 prot_P50095 --> s_0794 + s_1203 + s_1565 ; pmet_r_0565 + 0.0006944444444444445 prot_P50094 --> s_0794 + s_1203 + s_1565,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0214No1,r_0214No1,aspartate carbamoyltransferase (No1),True,False,False,False,carrier,1.0,0.09571196587564548,0.09571196587564548,6.661337596589396e-07 prot_P07259 + s_0455 + s_0973 --> s_0794 + s_1194 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0821No1,r_0821No1,orotidine-5'-phosphate decarboxylase (No1),True,False,False,False,carrier,-1.0,0.09571196587564548,-0.09571196587564548,4.873294346978557e-07 prot_P03962 + s_0794 + s_1270 --> s_0456 + s_1545,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0349_REVNo1,r_0349_REVNo1,dihydroorotase (reversible) (No1),True,False,False,False,carrier,-1.0,0.09571196587564548,-0.09571196587564548,1.4245014245014244e-06 prot_P20051 + s_0794 + s_1194 --> s_0061 + s_0803,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0079No1,r_0079No1,5'-phosphoribosylformyl glycinamidine synthetase (No1),True,False,False,False,carrier,1.0,0.08566480562414469,0.08566480562414469,5.596462713209001e-05 prot_P38972 + s_0301 + s_0434 + s_0803 + s_0999 --> s_0302 + s_0394 + s_0794 + s_0991 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0499No1,r_0499No1,glycinamide ribotide transformylase (No1),True,False,False,False,carrier,1.0,0.08566480562414469,0.08566480562414469,6.944444444444445e-06 prot_P04161 + s_0120 + s_0325 --> s_0301 + s_0794 + s_1487,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0908No1,r_0908No1,phosphoribosyl amino imidazolesuccinocarbozamide synthetase (No1),True,False,False,False,carrier,1.0,0.08566480562414469,0.08566480562414469,5.050505050505051e-06 prot_P27616 + s_0434 + s_0973 + s_1364 --> s_0299 + s_0394 + s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0911No1,r_0911No1,phosphoribosylaminoimidazole-carboxylase (No1),True,False,False,False,carrier,1.0,0.08566480562414469,0.08566480562414469,3.6075036075036075e-06 prot_P21264 + s_0300 + s_0434 + s_0456 + s_0803 --> s_0394 + s_0794 + s_1322 + s_1364,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0914No1,r_0914No1,phosphoribosylglycinamidine synthetase (No1),True,False,False,False,carrier,1.0,0.08566480562414469,0.08566480562414469,0.0002777777777777778 prot_P07244 + s_0327 + s_0434 + s_1003 --> s_0325 + s_0394 + s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0514No1,r_0514No1,GMP synthase (No1),True,False,False,False,carrier,2.0,0.042741537021682964,0.08548307404336593,9.107468123861566e-05 prot_P38625 + s_0434 + s_0803 + s_0999 + s_1565 --> s_0423 + s_0633 + s_0782 + 2.0 s_0794 + s_0991,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_1038,arm_r_1038 r_1038No1 r_1038No2 r_1038No3,thioredoxin reductase (NADPH) (arm),True,False,False,False,redox,-1.0,0.07229072904654887,-0.07229072904654887,s_0794 + s_1212 + s_1620 --> pmet_r_1038 ; pmet_r_1038 + 8.341675008341675e-06 prot_P22803 + 8.341675008341675e-06 prot_P29509 --> s_1207 + s_1616 ; pmet_r_1038 + 8.341675008341675e-06 prot_P22217 + 8.341675008341675e-06 prot_P29509 --> s_1207 + s_1616 ; pmet_r_1038 + 8.341675008341675e-06 prot_P295,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0563No1,r_0563No1,Imidazole-glycerol-3-phosphate synthase (No1),True,False,False,False,carrier,1.0,0.07162953335404994,0.07162953335404994,2.012882447665056e-06 prot_P33734 + s_0312 + s_0999 --> s_0403 + s_0550 + s_0794 + s_0991,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0910No1,r_0910No1,phosphoribosyl-ATP pyrophosphatase (No1),True,False,False,False,carrier,1.0,0.07162953335404994,0.07162953335404994,7.936507936507936e-06 prot_P00815 + s_0326 + s_0803 --> s_0078 + s_0633 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0727No1,r_0727No1,methionine synthase (No1),True,False,False,False,carrier,1.0,0.07129566796018005,0.07129566796018005,0.0008417508417508417 prot_P05694 + s_0322 + s_1012 --> s_0794 + s_1029 + s_1487,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0558,arm_r_0558 r_0558No1 r_0558No2,hydroxymethylglutaryl CoA reductase (arm),True,False,False,False,redox,-2.0,0.03557006268884862,-0.07114012537769723,s_0218 + 2.0 s_0794 + 2.0 s_1212 --> pmet_r_0558 ; pmet_r_0558 + 0.005335633290076822 prot_P12684 --> s_0028 + s_0529 + 2.0 s_1207 ; pmet_r_0558 + 0.005338696015041834 prot_P12683 --> s_0028 + s_0529 + 2.0 s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0154No1,r_0154No1,adenylyl-sulfate kinase (No1),True,False,False,False,carrier,1.0,0.06190606728788932,0.06190606728788932,6.313131313131312e-05 prot_Q02196 + s_0298 + s_0434 --> s_0201 + s_0394 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1025No1,r_1025No1,sulfate adenylyltransferase (No1),True,False,False,False,carrier,-1.0,0.06190606728788932,-0.06190606728788932,7.71604938271605e-06 prot_P08536 + s_0434 + s_0794 + s_1467 --> s_0298 + s_0633,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0813No1,r_0813No1,O-acetylhomoserine (thiol)-lyase (No1),True,False,False,False,carrier,1.0,0.05477552550603819,0.05477552550603819,2.3148148148148147e-05 prot_P06106 + s_0841 + s_1233 --> s_0362 + s_0794 + s_1012,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0736No1,r_0736No1,mevalonate kinase (ctp) (No1),True,False,False,False,carrier,1.0,0.030918166265398887,0.030918166265398887,9.746588693957115e-06 prot_P07277 + s_0028 + s_0539 --> s_0019 + s_0467 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0792No1,r_0792No1,nucleoside diphosphatase (No1),True,False,False,False,carrier,1.0,0.030918166265398887,0.030918166265398887,9.200986345736263e-08 prot_P40009 + s_0467 + s_0803 --> s_0526 + s_0794 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0203No1,r_0203No1,anthranilate synthase (No1),True,False,False,False,carrier,1.0,0.030682937364329085,0.030682937364329085,7.25268349289237e-07 prot_P00899 + 7.25268349289237e-07 prot_P00937 + s_0515 + s_0999 --> s_0427 + s_0794 + s_0991 + s_1399,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0566No1,r_0566No1,indole-3-glycerol-phosphate synthase (No1),True,False,False,False,carrier,-1.0,0.030682937364329085,-0.030682937364329085,2.5025025025025026e-05 prot_P00937 + s_0076 + s_0794 --> s_0086 + s_0456 + s_0803,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0195,arm_r_0195 r_0195No1 r_0195No2,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) (arm)",True,False,False,False,carrier,2.0,0.0152958637322533,0.0305917274645066,s_0568 + s_1543 --> pmet_r_0195 ; pmet_r_0195 + 1.9025875190258754e-05 prot_P31688 + 1.9025875190258754e-05 prot_P38427 + 1.9025875190258754e-05 prot_Q00764 --> s_0409 + s_0794 + s_1538 ; pmet_r_0195 + 1.9025875190258754e-05 prot_P31688 + 1.9025875190258754e-05 prot_P38426 + 1.9025875190258754e-05 p,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0241No1,r_0241No1,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol) (No1)",True,False,False,False,redox,-3.0,0.005851756901004656,-0.017555270703013968,8.82768361581921e-06 prot_P53045 + s_0122 + 3.0 s_0794 + 3.0 s_1212 + 3.0 s_1275 --> s_0297 + 4.0 s_0803 + 3.0 s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_3525,r_3525,"H+ transport, cytoplasm-ER membrane",False,False,False,True,pure_ion_transport,-1.0,0.017112693018967565,-0.017112693018967565,s_0794 --> s_2783,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0142No1,r_0142No1,adenosine kinase (No1),True,False,False,False,carrier,1.0,0.016520142454141865,0.016520142454141865,1.0893246187363834e-05 prot_P47143 + s_0386 + s_0434 --> s_0394 + s_0423 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0317No1,r_0317No1,cytochrome P450 lanosterol 14-alpha-demethylase (NADP) (No1),True,False,False,False,redox,-2.0,0.005900218655878401,-0.011800437311756801,8.82768361581921e-06 prot_P10614 + 8.82768361581921e-06 prot_P16603 + 2.0 s_0794 + s_1059 + 3.0 s_1212 + 3.0 s_1275 --> s_0262 + s_0722 + 4.0 s_0803 + 3.0 s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0491,arm_r_0491 r_0491No1 r_0491No2,glycerol-3-phosphate dehydrogenase (NAD) (arm),True,False,False,False,redox,-1.0,0.008116402844875468,-0.008116402844875468,s_0629 + s_0794 + s_1203 --> pmet_r_0491 ; pmet_r_0491 + 2.4582104228121927e-06 prot_Q00055 --> s_0767 + s_1198 ; pmet_r_0491 + 2.4582104228121927e-06 prot_P41911 --> s_0767 + s_1198,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0312No1,r_0312No1,cysteine synthase (No1),True,False,False,False,carrier,1.0,0.007130541781851125,0.007130541781851125,1.1574074074074073e-05 prot_P06106 + s_0841 + s_1234 --> s_0362 + s_0794 + s_0981,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1012No1,r_1012No1,squalene synthase (No1),True,False,False,False,redox,-1.0,0.005927911087234825,-0.005927911087234825,0.00016835016835016836 prot_P29704 + 2.0 s_0190 + s_0794 + s_1212 --> 2.0 s_0633 + s_1207 + s_1447,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0231No1,r_0231No1,C-14 sterol reductase (No1),True,False,False,False,redox,-1.0,0.005900218655878401,-0.005900218655878401,2.1334698754053596e-06 prot_P32462 + s_0262 + s_0794 + s_1212 --> s_0122 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0234No1,r_0234No1,C-3 sterol dehydrogenase (No1),True,False,False,False,redox,1.0,0.005851756901004656,0.005851756901004656,2.3303504847129008e-08 prot_P53199 + s_1207 + s_1578 --> s_0456 + s_0794 + s_1212 + s_1579,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0235No1,r_0235No1,C-3 sterol dehydrogenase (4-methylzymosterol) (No1),True,False,False,False,redox,1.0,0.005851756901004656,0.005851756901004656,2.3303504847129008e-08 prot_P53199 + s_0297 + s_1198 --> s_0209 + s_0456 + s_0794 + s_1203,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0236No1,r_0236No1,C-3 sterol keto reductase (4-methylzymosterol) (No1),True,False,False,False,redox,-1.0,0.005851756901004656,-0.005851756901004656,0.000380517503805175 prot_Q12452 + s_0209 + s_0794 + s_1212 --> s_0296 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0237No1,r_0237No1,C-3 sterol keto reductase (zymosterol) (No1),True,False,False,False,redox,-1.0,0.005851756901004656,-0.005851756901004656,0.000380517503805175 prot_Q12452 + s_0794 + s_1212 + s_1579 --> s_1207 + s_1569,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0238No1,r_0238No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.005851756901004656,-0.005851756901004656,2.9425612052730696e-06 prot_P53045 + s_0296 + s_0794 + s_1212 + s_1275 --> s_0803 + s_1207 + s_1576,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0239No1,r_0239No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.005851756901004656,-0.005851756901004656,2.9425612052730696e-06 prot_P53045 + s_0794 + s_1212 + s_1275 + s_1576 --> 2.0 s_0803 + s_1207 + s_1577,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
