line,step_from,step_to,jump_logL,T_C,growth_from,growth_to,d_growth,o2_from,o2_to,d_o2,n_vars,n_basis_changes,n_vars_added,n_vars_removed,changed_examples
axis:dCp_scale,0.9,0.9500000000000001,71.77513243065864,47.0,0.32242389135880856,0.3186096207774652,-0.003814270581343371,19.460092393994973,19.401264725997958,-0.058827667997015,0,936,0,0,23CCMPtex;23CCMPtex_REV;23PDE4ppNo1;2AGPE140tipp;2AGPE140tipp_reverse_d6097;2AGPE141tipp;2AGPE141tipp_reverse_ae862;2AGPE160tipp;2AGPE161tipp;2AGPE161tipp_reverse_39d2b;2AGPEAT140No1;2AGPEAT141No1
axis:dCp_scale,0.9,0.9500000000000001,71.77513243065864,50.0,0.0010209632865730886,0.001020084681871623,-8.786047014654966e-07,6.800561732182163,6.800519098620528,-4.263356163480836e-05,0,1074,0,0,12PPDStex;12PPDStex_REV;12PPDStpp;12PPDStpp_REV;14GLUCANabcppNo1;2AGPEAT160No1;2AGPEAT181No1;2AGPGAT141No1;2AGPGAT181No1;2DGULRyNo1;3CMPtex;3CMPtex_REV
random1,0.9500000000000001,1.0,35.733315717939654,15.0,,,,,,,0,-1,0,0,
random1,0.9500000000000001,1.0,35.733315717939654,20.0,0.011546413504069408,0.008058240131378387,-0.003488173372691021,1.158508502214394,0.5425771184349886,-0.6159313837794054,0,1275,0,0,12DGR161tipp;12DGR161tipp_reverse_dcd80;12PPDStex;12PPDStex_REV;12PPDStpp;12PPDStpp_REV;23DAPPAt2pp;23DAPPAt2pp_reverse_59b55;2AGPA160tipp;2AGPA160tipp_reverse_dc28a;2AGPEAT120No1;2AGPEAT141No1
random1,0.9500000000000001,1.0,35.733315717939654,25.0,0.22648823516946529,0.2137135724856743,-0.012774662683790988,7.612717198627219,7.685506351351855,0.07278915272463671,0,1047,0,0,26DAHtex;26DAHtex_REV;2AGPE161tipp;2AGPE161tipp_reverse_39d2b;2AGPE181tipp;2AGPE181tipp_reverse_a5fc9;2AGPEAT141No1;2AGPEAT160No1;2AGPEAT161No1;2AGPEAT180No1;2AGPEAT181No1;2AGPEAT181No1_reverse_81dd9
random1,0.9500000000000001,1.0,35.733315717939654,27.0,0.41083390548469173,0.3929497147192919,-0.01788419076539982,10.042732053298089,9.709985682175864,-0.3327463711222247,0,987,0,0,12PPDRtpp;12PPDRtpp_REV;12PPDStpp;12PPDStpp_REV;14GLUCANabcppNo1;23CAMPtex;23CAMPtex_REV;23CCMPtex;23CCMPtex_REV;23PDE2ppNo1;23PDE7ppNo1;26DAHtex
random1,0.9500000000000001,1.0,35.733315717939654,30.0,0.8478610832800996,0.8225247713454825,-0.02533631193461705,19.39107441958416,19.0693703768073,-0.3217040427768616,0,1113,0,0,12PPDStex;12PPDStex_REV;23CCMPtex;23CCMPtex_REV;23DAPPAtex;23DAPPAtex_REV;26DAHtex;26DAHtex_REV;2AGPE161tipp;2AGPE161tipp_reverse_39d2b;2AGPEAT141No1;2AGPEAT160No1
random1,0.9500000000000001,1.0,35.733315717939654,35.0,1.4134764591106217,1.4058810576067249,-0.007595401503896815,27.9351531454338,27.8657077047105,-0.06944544072330316,0,1014,0,0,12DGR161tipp;12DGR161tipp_reverse_dcd80;23CGMPtex;23CGMPtex_REV;23CUMPtex;23CUMPtex_REV;26DAHtex;26DAHtex_REV;2AGPEAT180No1_reverse_873b0;2AGPEAT181No1_reverse_81dd9;2AGPGAT120No1;2AGPGAT140No1
random1,0.9500000000000001,1.0,35.733315717939654,37.0,1.5131663747304838,1.5078768792598878,-0.005289495470595984,31.08820285434701,30.867774759595402,-0.22042809475160752,0,1028,0,0,12PPDRtex;12PPDRtex_REV;23DAPPAtex;23DAPPAtex_REV;26DAHtex;26DAHtex_REV;2AGPE160tipp;2AGPE160tipp_reverse_2f53f;2AGPEAT120No1_reverse_9df56;2AGPEAT140No1_reverse_63ac5;2AGPEAT160No1;2AGPEAT181No1
random1,0.9500000000000001,1.0,35.733315717939654,40.0,1.6040391900058641,1.6006264414132036,-0.0034127485926604972,36.15836687496522,36.0298278622364,-0.1285390127288153,0,1081,0,0,12PPDStex;12PPDStex_REV;12PPDStpp;12PPDStpp_REV;14GLUCANabcppNo1;23CGMPtex;23CGMPtex_REV;23CUMPtex;23CUMPtex_REV;2AGPE120tipp;2AGPE120tipp_reverse_015fb;2AGPE160tipp
random1,0.9500000000000001,1.0,35.733315717939654,43.0,1.5756427314043233,1.5730271467045889,-0.002615584699734441,36.106290755429555,36.02102614085408,-0.08526461457547185,0,1031,0,0,12PPDStex;12PPDStex_REV;23CCMPtex;23CCMPtex_REV;23CUMPtex;23CUMPtex_REV;2AGPEAT140No1;2AGPEAT141No1;2AGPEAT141No1_reverse_7910c;2AGPEAT160No1;2AGPEAT180No1_reverse_873b0;2AGPEAT181No1
random1,0.9500000000000001,1.0,35.733315717939654,45.0,1.3652306194284474,1.3629140384769594,-0.002316580951488012,45.4750298621757,45.4191979591455,-0.05583190303020302,0,532,0,0,2AGPEAT120No1;2AGPEAT140No1;2AGPEAT141No1;2AGPEAT141No1_reverse_7910c;2AGPEAT180No1;2AGPGAT140No1;2AGPGAT141No1;2AGPGAT141No1_reverse_210b0;2AGPGAT160No1;2AGPGAT161No1;2AGPGAT180No1;2AGPGAT181No1
random1,0.9500000000000001,1.0,35.733315717939654,47.0,0.21827843460447713,0.2117382995047307,-0.006540135099746436,17.42528639794481,17.175910271536093,-0.2493761264087162,0,1297,0,0,12PPDRtpp;12PPDRtpp_REV;12PPDStex;12PPDStex_REV;12PPDStpp;12PPDStpp_REV;14GLUCANtexi;14GLUCANtexi_reverse_2d4f8;23CCMPtex;23CCMPtex_REV;23DAPPAt2pp;23DAPPAt2pp_reverse_59b55
random1,0.9500000000000001,1.0,35.733315717939654,50.0,0.00093472101532627,0.0009299474133499531,-4.773601976316901e-06,7.868244101955915,7.92806511857961,0.059821016623695655,0,1048,0,0,12DGR161tipp;12DGR161tipp_reverse_dcd80;12PPDStpp;12PPDStpp_REV;23CCMPtex;23CCMPtex_REV;23CGMPtex;23CGMPtex_REV;23CUMPtex;23CUMPtex_REV;23DAPPAtex;23DAPPAtex_REV
PC2,-1.0,-0.9500000000000001,22.7918288200646,15.0,,,,,,,0,-1,0,0,
PC2,-1.0,-0.9500000000000001,22.7918288200646,20.0,0.07194823543301815,0.07391140265556648,0.0019631672225483288,0.6702796390164616,1.20946239829451,0.5391827592780485,0,1063,0,0,14GLUCANabcppNo1;23PDE2ppNo1;23PDE4ppNo1;2AGPE160tipp;2AGPE161tipp;2AGPE161tipp_reverse_39d2b;2AGPEAT140No1;2AGPEAT141No1;2AGPEAT180No1_reverse_873b0;2AGPGAT120No1;2AGPGAT140No1;2DDARAANo1
PC2,-1.0,-0.9500000000000001,22.7918288200646,25.0,0.4526728712045192,0.45846113865922095,0.005788267454701734,14.688460192375851,14.710326472267495,0.02186627989164336,0,1262,0,0,12PPDRtex;12PPDRtex_REV;14GLUCANabcppNo1;23CAMPtex;23CAMPtex_REV;23CCMPtex;23CCMPtex_REV;23CGMPtex;23CGMPtex_REV;23CUMPtex;23CUMPtex_REV;23DAPPAtex
PC2,-1.0,-0.9500000000000001,22.7918288200646,27.0,0.7509478800191619,0.7572537940943972,0.006305914075235286,16.318817553124422,16.506998671346942,0.18818111822251993,0,1075,0,0,12DGR161tipp;12DGR161tipp_reverse_dcd80;12PPDStex;12PPDStex_REV;23CAMPtex;23CAMPtex_REV;23DAPPAt2pp;23DAPPAt2pp_reverse_59b55;23DAPPAtex;23DAPPAtex_REV;26DAHtex;26DAHtex_REV
PC2,-1.0,-0.9500000000000001,22.7918288200646,30.0,1.1318147435813393,1.1362648028904117,0.004450059309072385,22.109622324981757,22.180559824677484,0.07093749969572727,0,1017,0,0,23CGMPtex;23CGMPtex_REV;26DAHtex;26DAHtex_REV;2AGPEAT140No1;2AGPEAT141No1;2AGPEAT180No1;2AGPEAT181No1;2AGPEAT181No1_reverse_81dd9;2AGPGAT120No1;2AGPGAT140No1;2AGPGAT141No1
PC2,-1.0,-0.9500000000000001,22.7918288200646,35.0,1.5152857342095307,1.5162024066624653,0.000916672452934586,29.979386073597315,30.03890922984794,0.05952315625062354,0,920,0,0,12PPDStex;12PPDStex_REV;12PPDStpp;12PPDStpp_REV;23CAMPtex;23CAMPtex_REV;23CGMPtex;23CGMPtex_REV;2AGPE141tipp;2AGPE141tipp_reverse_ae862;2AGPE160tipp;2AGPE160tipp_reverse_2f53f
PC2,-1.0,-0.9500000000000001,22.7918288200646,37.0,1.5867406016066943,1.587551526742274,0.0008109251355796765,33.75514813044729,33.805318486913684,0.05017035646639556,0,897,0,0,12PPDStex;12PPDStex_REV;12PPDStpp;12PPDStpp_REV;14GLUCANabcppNo1;2AGPEAT120No1_reverse_9df56;2AGPEAT140No1_reverse_63ac5;2AGPEAT160No1;2AGPEAT161No1;2AGPEAT180No1;2AGPEAT181No1;2AGPGAT120No1_reverse_3556e
PC2,-1.0,-0.9500000000000001,22.7918288200646,40.0,1.6450012109447134,1.6458398938057504,0.0008386828610369435,38.19896646547694,38.252626487836565,0.05366002235962242,0,1002,0,0,12DGR161tipp;14GLUCANabcppNo1;23DAPPAtex;23DAPPAtex_REV;2AGPE160tipp;2AGPEAT120No1;2AGPEAT141No1;2AGPEAT141No1_reverse_7910c;2AGPEAT161No1;2AGPEAT161No1_reverse_ef8df;2AGPEAT180No1;2AGPGAT141No1_reverse_210b0
PC2,-1.0,-0.9500000000000001,22.7918288200646,43.0,1.6062613851887988,1.6072085463278891,0.0009471611390903245,36.571039881344305,36.63302904716277,0.06198916581846703,0,940,0,0,12PPDStex;12PPDStex_REV;23DAPPAt2pp_reverse_59b55;2AGPEAT141No1;2AGPEAT180No1_reverse_873b0;2AGPGAT161No1;2AGPGAT180No1_reverse_7d066;2DDARAA_REVNo1;3HAD100No1;3HAD100No1_reverse_ca355;3HAD100No2_reverse_56cf8;3OAR100No1
PC2,-1.0,-0.9500000000000001,22.7918288200646,45.0,1.4587444959390903,1.4571682301906892,-0.0015762657484010845,29.881572221829554,29.823101511996516,-0.05847070983303837,0,1104,0,0,23CGMPtex;23CGMPtex_REV;23DAPPAtex;23DAPPAtex_REV;2AGPEAT181No1;2AGPGAT140No1;2AGPGAT160No1;2AGPGAT161No1;2AGPGAT180No1;2DDARAA_REVNo1;2DGULRGyNo1;2DGULRGyNo1_reverse_381a7
PC2,-1.0,-0.9500000000000001,22.7918288200646,47.0,0.7269489534484169,0.7076603509717231,-0.01928860247669384,24.865663684774255,24.717389322998706,-0.14827436177554887,0,973,0,0,14GLUCANabcppNo1;2AGPEAT141No1;2AGPEAT160No1;2AGPEAT161No1;2AGPEAT161No1_reverse_ef8df;2AGPEAT180No1;2AGPEAT181No1;2AGPGAT140No1;2AGPGAT161No1;2AGPGAT180No1;2AGPGAT181No1;3GMPtex
PC2,-1.0,-0.9500000000000001,22.7918288200646,50.0,0.0011689427011510407,0.0011624793372370253,-6.4633639140154135e-06,6.318637217230116,6.341971729134297,0.023334511904180566,0,1204,0,0,12PPDStex;12PPDStex_REV;23CCMPtex;23CCMPtex_REV;23CUMPtex;23CUMPtex_REV;23PDE2ppNo1;23PDE4ppNo1;23PDE7ppNo1;23PDE9ppNo1;2AGPE161tipp;2AGPEAT120No1
