rxn_id,mw_kDa,kcat_s,source,group
R00513__cyto,62.18,13.7,ec_class_prior,Pyrimidine metabolism
R03313__cyto,47.47,13.7,ec_class_prior,Biosynthesis of antibiotics
R02026__cyto,58.425,13.7,ec_class_prior,Cysteine and methionine metabolism
R04355__pero,125.355,13.7,ec_class_prior,Fatty acid biosynthesis
R04922__cyto,33.55,13.7,ec_class_prior,Phosphonate and phosphinate metabolism
R04037__cyto,92.81,79.0,ec_class_prior,Histidine metabolism
R04779__cyto,105.19,13.7,ec_class_prior,Biosynthesis of antibiotics
R04726__cyto,125.355,13.7,ec_class_prior,Fatty acid biosynthesis
R02109__cyto,204.68,79.0,ec_class_prior,
R02340__cyto,75.34,15.0,ec_class_prior,Benzoxazinoid biosynthesis
R03066__cyto,83.34,13.7,ec_class_prior,Folate biosynthesis
R01574__cyto,73.87,13.7,ec_class_prior,
R03777__pero,78.966667,13.7,ec_class_prior,Fatty acid metabolism
R10951__cyto,268.41,13.7,ec_class_prior,
R00287__cyto,69.56,79.0,ec_class_prior,Pyrimidine metabolism
R04301__cyto,29.65,13.7,ec_class_prior,Betalain biosynthesis
R02106__cyto,33.92,13.7,ec_class_prior,Microbial metabolism in diverse environments
R01880__cyto,62.71,13.7,ec_class_prior,Pyrimidine metabolism
R01708__cyto,45.6025,13.7,ec_class_prior,Microbial metabolism in diverse environments
R01317__cyto,103.7,79.0,ec_class_prior,Arachidonic acid metabolism
R01818__cyto,28.71,6.9,ec_class_prior,Biosynthesis of antibiotics
R02061__cyto,39.84,13.7,ec_class_prior,Biosynthesis of antibiotics
R02687__cyto,70.0175,79.0,ec_class_prior,Glycerolipid metabolism
R04206__cyto,67.2625,15.0,ec_class_prior,
R07888__cyto,78.966667,13.7,ec_class_prior,alpha-Linolenic acid metabolism
R9737__mito,39.223571,13.7,ec_class_prior,Ubiquinone and other terpenoid-quinone biosynthesis
R12329__cyto,32.385,79.0,ec_class_prior,Fatty acid biosynthesis
R00257__cyto,80.14,10.0,ec_class_prior,Nicotinate and nicotinamide metabolism
R04426__cyto,39.45,13.7,ec_class_prior,2-Oxocarboxylic acid metabolism
R03013__cyto,36.91,79.0,ec_class_prior,Histidine metabolism
R08244__cyto,58.52,10.0,ec_class_prior,Drug metabolism - other enzymes
R00424__cyto,31.64,79.0,ec_class_prior,
R10288__cyto,64.8775,15.0,ec_class_prior,
R01926__cyto,53.36,13.7,ec_class_prior,Sphingolipid metabolism
R01706__cyto,58.445,46.35,ec_class_prior,Fatty acid biosynthesis
R04866__cyto,88.146667,13.7,ec_class_prior,Lysine degradation
R00014__cyto,52.596667,15.0,ec_class_prior,Pyruvate metabolism
R03425__mito,113.18,13.7,ec_class_prior,"Glycine, serine and threonine metabolism"
R00754__cyto,38.4775,13.7,ec_class_prior,Biosynthesis of antibiotics
R03197__cyto,41.03,15.0,ec_class_prior,Porphyrin and chlorophyll metabolism
R03643__cyto,23.77,13.7,ec_class_prior,
R02746__mito,172.52,79.0,ec_class_prior,Glycerophospholipid metabolism
R10953__cyto,63.24,13.7,ec_class_prior,
R01054__cyto,23.2,79.0,ec_class_prior,Purine metabolism
R01290__cyto,54.07,15.0,ec_class_prior,Biosynthesis of antibiotics
R02715__mito,62.66,13.7,ec_class_prior,
R04559__cyto,54.3,15.0,ec_class_prior,Biosynthesis of antibiotics
R02324__cyto,27.13,13.7,ec_class_prior,Nicotinate and nicotinamide metabolism
R00754__mito,38.4775,13.7,ec_class_prior,Biosynthesis of antibiotics
R07505__cyto,44.12,13.7,ec_class_prior,Biosynthesis of antibiotics
R04506__cyto,55.306667,13.7,ec_class_prior,
R03348__mito,25.42,13.7,ec_class_prior,Nicotinate and nicotinamide metabolism
R04428__cyto,131.93,13.7,ec_class_prior,Fatty acid biosynthesis
R08575__cyto,35.86,13.7,ec_class_prior,
R07762__pero,40.083333,13.7,ec_class_prior,Fatty acid biosynthesis
R01007__cyto,44.105,13.7,ec_class_prior,
R04444__mito,64.43,13.7,ec_class_prior,Arginine and proline metabolism
R00897__cyto,45.145,13.7,ec_class_prior,Biosynthesis of antibiotics
R10147__cyto,32.63,15.0,ec_class_prior,Biosynthesis of antibiotics
R12657__mito,39.63,13.7,ec_class_prior,Ubiquinone and other terpenoid-quinone biosynthesis
R08639__cyto,65.64,6.9,ec_class_prior,Biosynthesis of antibiotics
R02872__cyto,50.23,13.7,ec_class_prior,Biosynthesis of antibiotics
R10700__cyto,229.37,13.7,ec_class_prior,Fatty acid biosynthesis
R01021__cyto,62.47,13.7,ec_class_prior,Glycerophospholipid metabolism
R07389__cyto,33.55,13.7,ec_class_prior,Ether lipid metabolism
R10089__cyto,28.955,15.0,ec_class_prior,Vitamin B6 metabolism
R11166__cyto,37.35,79.0,ec_class_prior,
R08306__cyto,38.4775,13.7,ec_class_prior,Drug metabolism - cytochrome P450
R02091__cyto,62.71,13.7,ec_class_prior,Pyrimidine metabolism
R02746__cyto,172.52,79.0,ec_class_prior,Glycerophospholipid metabolism
R03361__cyto,130.176667,13.7,ec_class_prior,Inositol phosphate metabolism
R07330__cyto,38.917143,13.7,ec_class_prior,
R00126__cyto,45.36,13.7,ec_class_prior,Purine metabolism
R05578__cyto,58.44,10.0,ec_class_prior,Porphyrin and chlorophyll metabolism
R04887__cyto,29.65,13.7,ec_class_prior,Tyrosine metabolism
R03530__cyto,16.93,13.7,ec_class_prior,Purine metabolism
R04221__cyto,38.9625,13.7,ec_class_prior,Arginine and proline metabolism
R04001__cyto,85.78,15.0,ec_class_prior,2-Oxocarboxylic acid metabolism
R07116__cyto,30.0625,13.7,ec_class_prior,Metabolism of xenobiotics by cytochrome P450
R02098__cyto,23.65,13.7,ec_class_prior,Pyrimidine metabolism
R03471__cyto,63.0,13.7,ec_class_prior,Thiamine metabolism
R01775__cyto,45.6025,13.7,ec_class_prior,Biosynthesis of antibiotics
R00086__mito,76.445,79.0,ec_class_prior,Purine metabolism
R02096__cyto,62.71,13.7,ec_class_prior,Pyrimidine metabolism
R02101__cyto,42.34,13.7,ec_class_prior,Pyrimidine metabolism
R01070__cyto,39.37,15.0,ec_class_prior,Biosynthesis of antibiotics
R11945__mito,41.941429,13.7,ec_class_prior,Oxidative Phosphorilation
R03409__cyto,43.57,79.0,ec_class_prior,Purine metabolism
R02748__cyto,33.19,13.7,ec_class_prior,Purine metabolism
R01496__cyto,62.095,13.7,ec_class_prior,Sphingolipid metabolism
R00239__cyto,49.22,13.7,ec_class_prior,Biosynthesis of antibiotics
R10035__cyto,90.946667,79.0,ec_class_prior,Cyanoamino acid metabolism
R06516__cyto,65.95,15.0,ec_class_prior,Sphingolipid metabolism
R00995__pero,69.37,15.0,ec_class_prior,C5-Branched dibasic acid metabolism
R02093__cyto,16.93,13.7,ec_class_prior,Pyrimidine metabolism
R01056__cyto,25.27,6.9,ec_class_prior,Biosynthesis of antibiotics
R02047__mito,45.6025,13.7,ec_class_prior,
R01665__cyto,32.75,13.7,ec_class_prior,Pyrimidine metabolism
R01059__cyto,62.7,13.7,ec_class_prior,Fructose and mannose metabolism
R00129__cyto,64.8775,15.0,ec_class_prior,
R02372__cyto,62.71,13.7,ec_class_prior,Pyrimidine metabolism
R08359__cyto,34.615,13.7,ec_class_prior,Glutathione metabolism
R02094__cyto,23.65,13.7,ec_class_prior,Pyrimidine metabolism
R01724__cyto,47.45,10.0,ec_class_prior,Nicotinate and nicotinamide metabolism
R08091__cyto,60.042222,13.7,ec_class_prior,Geraniol degradation
R00191__cyto,65.31,79.0,ec_class_prior,Purine metabolism
R03018__cyto,63.24,13.7,ec_class_prior,Pantothenate and CoA biosynthesis
R07113__cyto,30.0625,13.7,ec_class_prior,Metabolism of xenobiotics by cytochrome P450
R11945__cyto,41.941429,13.7,ec_class_prior,Oxidative Phosphorilation
R00569__cyto,76.445,79.0,ec_class_prior,Pyrimidine metabolism
R03238__cyto,105.19,13.7,ec_class_prior,Galactose metabolism
R07003__cyto,30.0625,13.7,ec_class_prior,Metabolism of xenobiotics by cytochrome P450
R07384__cyto,33.55,13.7,ec_class_prior,Ether lipid metabolism
R03348__cyto,25.42,13.7,ec_class_prior,Nicotinate and nicotinamide metabolism
R07274__cyto,40.09,13.7,ec_class_prior,Cysteine and methionine metabolism
R05639__cyto,42.41,13.7,ec_class_prior,Biosynthesis of antibiotics
R07494__cyto,38.83,13.7,ec_class_prior,Biosynthesis of antibiotics
R03458__cyto,45.6025,13.7,ec_class_prior,Riboflavin metabolism
R10828__mito,42.41,13.7,ec_class_prior,Fatty acid elongation
R07896__pero,78.966667,13.7,ec_class_prior,alpha-Linolenic acid metabolism
R02030__mito,21.09,13.7,ec_class_prior,Glycerophospholipid metabolism
R01857__cyto,16.93,13.7,ec_class_prior,Purine metabolism
R12173__cyto,56.175,13.7,ec_class_prior,Biosynthesis of unsaturated fatty acids
R00710__cyto,55.306667,13.7,ec_class_prior,Biosynthesis of antibiotics
R04420__cyto,44.4,6.9,ec_class_prior,Cysteine and methionine metabolism
R02568__cyto,39.37,15.0,ec_class_prior,Microbial metabolism in diverse environments
R03304__cyto,29.65,13.7,ec_class_prior,Tyrosine metabolism
R00026__cyto,90.946667,79.0,ec_class_prior,
R02250__cyto,70.0175,79.0,ec_class_prior,Glycerolipid metabolism
R00590__pero,35.76,15.0,ec_class_prior,Cysteine and methionine metabolism
R10633__cyto,45.78,13.7,ec_class_prior,Nicotinate and nicotinamide metabolism
R01324__mito,73.98,15.0,ec_class_prior,2-Oxocarboxylic acid metabolism
R03422__cyto,59.3125,79.0,ec_class_prior,
